ID,Name,Age,averagePoints,averagePoints,Price,position,gamesPlayed,Drafted,Ignored,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Henry Hustwaite,21,51.5,51.5,443000,Mid,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Henry Smith,23,42,42,335000,Fwd,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Hudson O'Keeffe,21,38.4,38.4,342000,Fwd,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Hugh Bond,21,30,30,313000,Def,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Hugh Boxshall,19,54.9,54.9,576000,Mid,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
851,Hugh Davies,21,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Hugh McCluggage,27,102.2,102.2,1072000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Hugo Garcia,20,65.5,65.5,687000,Mid,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Hugo Mikunda,18,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Hugo Ralphsmith,24,56.7,56.7,594000,Mid,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Hunter Clark,26,61.4,61.4,644000,Mid,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Hunter Holmes,19,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Hussien El Achkar,18,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Iliro Smit,20,0,0,230000,Ruck,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Indy Cotton,18,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Isaac Cumming,27,61.4,61.4,644000,Mid,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Isaac Heeney,29,96.9,96.9,1016000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Isaac Kako,19,45.9,45.9,493000,Fwd,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Isaac Keeler,21,36.7,36.7,384000,Fwd,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Isaac Quaynor,26,60,60,630000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Isaiah Dudley,22,36.7,36.7,385000,Fwd,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Ivan Soldo,29,26,26,555000,Fwd,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Izak Rankine,25,87.2,87.2,915000,Fwd,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Jack Bowes,28,58.8,58.8,617000,Mid,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Jack Buckley,28,55.2,55.2,579000,Def,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Jack Buller,24,47.2,47.2,481000,Fwd,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Jack Carroll,23,21,21,332000,Mid,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Jack Crisp,32,84.2,84.2,883000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Jack Dalton,18,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Jack Darling,33,51.1,51.1,536000,Fwd,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Jack Ginnivan,23,75.3,75.3,790000,Fwd,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Jack Graham,27,82.7,82.7,867000,Fwd,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Jack Gunston,34,74.1,74.1,777000,Fwd,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Jack Henderson,26,41.4,41.4,369000,Fwd,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Jack Henry,27,60.2,60.2,632000,Def,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Jack Higgins,26,52,52,545000,Fwd,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Jack Hutchinson,24,58.5,58.5,614000,Mid,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Jack Ison,18,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Jack Lukosius,25,47.3,47.3,585000,Fwd,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Jack Macrae,31,90.9,90.9,954000,Mid,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Jack Martin,31,73,73,766000,Fwd,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Jack Ough,19,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Jack Payne,26,54.2,54.2,569000,Def,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Jack Ross,25,72.9,72.9,767000,Fwd,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Jack Scrimshaw,27,53.8,53.8,564000,Def,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Jack Silvagni,28,64.8,64.8,680000,Def,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Jack Sinclair,31,100.8,100.8,1057000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Jack Steele,30,95.9,95.9,1006000,Mid,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Jack Viney,31,88.4,88.4,927000,Mid,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Jack Watkins,25,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Jack Whitlock,19,42.8,42.8,368000,Fwd,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Jack Williams,22,46.2,46.2,485000,Fwd,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Jackson Archer,23,27,27,363000,Def,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Jackson Mead,24,51.3,51.3,538000,Mid,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Jacob Farrow,18,0,0,314000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Jacob Hopper,29,84.3,84.3,884000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Jacob Konstanty,21,43.4,43.4,457000,Fwd,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Jacob Molier,19,0,0,230000,Ruck,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Jacob Moss,21,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Jacob Newton,19,24,24,230000,Fwd,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Jacob van Rooyen,22,53.7,53.7,563000,Fwd,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Jacob Wehr,27,52.3,52.3,548000,Def,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Jacob Weitering,28,61.5,61.5,645000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Jade Gresham,28,53.6,53.6,563000,Fwd,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Jaeger O'Meara,32,63.2,63.2,663000,Mid,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Jagga Smith,20,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Jai Culley,23,59.8,59.8,514000,Mid,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Jai Murray,18,0,0,286000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Jai Newcombe,24,86.4,86.4,907000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Jai Saxena,18,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Jai Serong,23,0,0,274000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Jaime Uhr-Henry,22,0,0,230000,Ruck,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Jake Bowey,23,86.4,86.4,907000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Jake Kolodjashnij,30,0,0,434000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Jake Lever,29,52.3,52.3,553000,Def,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Jake Lloyd,32,84.1,84.1,883000,Mid,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Jake Melksham,34,54.5,54.5,571000,Fwd,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Jake Riccardi,26,68.2,68.2,715000,Fwd,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Jake Rogers,20,28.3,28.3,362000,Fwd,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Jake Soligo,23,82.8,82.8,868000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Jake Stringer,31,53.5,53.5,561000,Fwd,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Jake Waterman,27,60.9,60.9,755000,Fwd,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Jakob Ryan,21,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Jamarra Ugle-Hagan,23,0,0,458000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
715,James Barrat,19,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
820,James Blanck,25,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
814,James Borlase,23,27,27,379000,Def,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
303,James Harmes,30,66.8,66.8,701000,Mid,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
448,James Jordon,25,56.9,56.9,597000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
441,James Leake,20,31.7,31.7,262000,Fwd,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
673,James O'Donnell,23,45.8,45.8,480000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
250,James Peatling,25,77.5,77.5,815000,Mid,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
216,James Rowbottom,25,78.7,78.7,824000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
130,James Sicily,31,79.1,79.1,830000,Def,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
474,James Trezise,23,46.4,46.4,487000,Mid,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
689,James Tunstill,22,30.7,30.7,254000,Mid,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
203,James Worpel,27,73.8,73.8,775000,Mid,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Jamie Cripps,33,58.4,58.4,610000,Fwd,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Jamie Elliott,33,67.8,67.8,711000,Fwd,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Jaren Carr,22,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Jarman Impey,30,77.2,77.2,810000,Def,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Jarrod Berry,28,85,85,892000,Mid,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Jarrod Witts,33,92.9,92.9,969000,Ruck,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Jase Burgoyne,22,74.1,74.1,778000,Def,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Jason Horne-Francis,22,82.2,82.2,862000,Mid,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Jaspa Fletcher,22,83,83,871000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Jasper Alger,19,22.5,22.5,230000,Fwd,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Jaxon Prior,24,62.7,62.7,655000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Jay Polkinghorne,19,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Jayden Laverde,29,67.2,67.2,689000,Def,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
844,Jayden Nguyen,19,34.8,34.8,314000,Def,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Jayden Short,30,87,87,913000,Def,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Jed Adams,21,27,27,230000,Def,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Jed Bews,32,60.8,60.8,523000,Def,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Jed Walter,20,37.9,37.9,397000,Fwd,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Jedd Busslinger,21,36.4,36.4,348000,Def,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Jeremy Cameron,32,83.7,83.7,877000,Fwd,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Jeremy Howe,35,51.9,51.9,544000,Def,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Jeremy Sharp,24,48.1,48.1,505000,Mid,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Jesse Dattoli,19,33,33,273000,Fwd,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Jesse Hogan,31,65.3,65.3,685000,Fwd,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Jesse Mellor,18,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Jesse Motlop,22,50.8,50.8,533000,Fwd,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Jevan Phillipou,18,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Jhye Clark,21,38.3,38.3,451000,Mid,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Jobe Shanahan,19,47.9,47.9,487000,Fwd,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Joe Berry,19,39.6,39.6,415000,Fwd,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Joe Fonti,21,49.7,49.7,521000,Def,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Joe Pike,20,0,0,230000,Ruck,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Joe Richards,26,65.3,65.3,685000,Fwd,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Joel Amartey,26,54.1,54.1,534000,Fwd,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Joel Cochran,19,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Joel Freijah,20,71.3,71.3,748000,Fwd,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
775,Joel Hamling,32,33.1,33.1,348000,Def,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Joel Jeffrey,23,76.4,76.4,794000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
70,John Noble,28,90.7,90.7,953000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Jonty Faull,20,35.3,35.3,370000,Fwd,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Jordan Boyd,27,32.7,32.7,485000,Def,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Jordan Clark,25,90.2,90.2,946000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Jordan Croft,20,60,60,478000,Fwd,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Jordan Dawson,28,110.2,110.2,1156000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Jordan De Goey,29,52.7,52.7,812000,Fwd,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Jordan Ridley,27,63.2,63.2,663000,Def,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
804,Jordon Butts,26,26.3,26.3,276000,Def,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Jordon Sweet,28,81.4,81.4,854000,Ruck,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Josaia Delana,19,28,28,232000,Fwd,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Josh Battle,27,70.3,70.3,737000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Josh Daicos,27,94.2,94.2,988000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
743,Josh Dolan,19,27.5,27.5,288000,Fwd,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Josh Dunkley,29,107.5,107.5,1128000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
835,Josh Gibcus,22,25,25,230000,Def,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Josh Goater,22,0,0,235000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Josh Kelly,31,80.9,80.9,848000,Mid,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Josh Lai,20,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Josh Lindsay,18,0,0,278000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Josh Rachele,22,62.8,62.8,655000,Fwd,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Josh Sinn,23,45.4,45.4,476000,Def,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Josh Smillie,19,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Josh Treacy,23,62.7,62.7,658000,Fwd,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Josh Ward,22,75.9,75.9,796000,Mid,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Josh Weddle,21,69.7,69.7,731000,Def,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Josh Worrell,24,75.2,75.2,790000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
848,Joshua Draper,22,31.5,31.5,330000,Def,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Judd McVee,22,54.5,54.5,571000,Def,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Judson Clarke,22,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Justin McInerney,25,78.6,78.6,824000,Fwd,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Jy Farrar,29,64.4,64.4,565000,Fwd,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Jy Simpkin,27,83.1,83.1,872000,Fwd,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Jye Amiss,22,41,41,430000,Fwd,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Jye Caldwell,25,103.6,103.6,1087000,Mid,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Kade Chandler,26,68.7,68.7,720000,Fwd,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Kai Lohmann,22,46.3,46.3,486000,Fwd,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Kalani White,18,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Kaleb Smith,21,42.4,42.4,418000,Def,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Kane Farrell,26,78,78,818000,Def,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Kane McAuliffe,20,73.6,73.6,656000,Mid,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Karl Amon,30,88.6,88.6,930000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Karl Worner,23,55.2,55.2,579000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Kayle Gerreyn,19,0,0,230000,Ruck,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Keidean Coleman,25,73,73,559000,Def,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Keighton Matofai-Forbes,20,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Kieren Briggs,26,70.4,70.4,738000,Ruck,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Kobe McDonald,18,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Koby Coulson,18,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Koby Evans,18,0,0,230000,Mid,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Koltyn Tholstrup,20,33.8,33.8,555000,Fwd,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Kye Fincher,18,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Kyle Langford,29,48.1,48.1,718000,Fwd,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Kysaiah Pickett,24,87.3,87.3,915000,Fwd,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Lachie Ash,24,100.1,100.1,1050000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Lachie Fogarty,26,55.7,55.7,584000,Fwd,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Lachie Jaques,19,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Lachie Jones,23,43.1,43.1,452000,Def,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Lachie Neale,32,94.6,94.6,992000,Mid,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Lachie Schultz,28,76.6,76.6,804000,Fwd,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Lachie Weller,30,52.3,52.3,571000,Mid,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Lachie Whitfield,31,105.2,105.2,1104000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Lachlan Blakiston,27,37.3,37.3,399000,Def,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Lachlan Bramble,27,66.3,66.3,696000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Lachlan Carmichael,18,0,0,270000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Lachlan Cowan,21,63.4,63.4,665000,Def,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Lachlan Gulbin,19,50,50,383000,Fwd,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Lachlan McAndrew,25,0,0,286000,Ruck,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Lachlan McNeil,24,42.4,42.4,445000,Fwd,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Lachlan Sholl,25,53,53,761000,Mid,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Lachlan Smith,20,0,0,230000,Ruck,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Lachlan Sullivan,28,43.9,43.9,460000,Fwd,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Lachy Dovaston,18,0,0,290000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Laitham Vandermeer,27,43.4,43.4,455000,Fwd,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Lance Collard,20,27.3,27.3,286000,Fwd,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Latrelle Pickett,20,0,0,306000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Lawson Humphries,22,70.4,70.4,740000,Def,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
812,Leek Aleer,24,36.3,36.3,381000,Def,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Lennox Hoffman,19,0,0,230000,Def,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Leon Kickett,19,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Leonardo Lombard,19,23,23,230000,Fwd,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Levi Ashcroft,19,74.6,74.6,781000,Mid,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Lewis Hayes,21,52,52,398000,Def,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
793,Lewis Melican,29,46,46,483000,Def,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Lewis Young,27,47,47,493000,Def,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Liam Baker,28,79.4,79.4,833000,Def,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Liam Duggan,29,79,79,830000,Def,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Liam Fawcett,20,22,22,230000,Fwd,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Liam Henry,24,30.3,30.3,529000,Fwd,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Liam Hetherton,18,0,0,230000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Liam McMahon,23,35.5,35.5,337000,Fwd,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Liam O'Connell,22,34.9,34.9,333000,Def,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Liam Reidy,25,37,37,394000,Fwd,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Liam Ryan,29,57.1,57.1,599000,Fwd,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Liam Stocker,26,46.8,46.8,491000,Def,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Lincoln McCarthy,32,0,0,452000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Lloyd Meek,27,93.3,93.3,978000,Ruck,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Logan Evans,20,49.4,49.4,518000,Def,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Logan McDonald,23,0,0,432000,Fwd,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Logan Morris,20,57.7,57.7,605000,Fwd,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Logan Smith,19,0,0,230000,Ruck,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Louis Emmett,18,0,0,246000,Ruck,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Lucas Camporeale,19,44,44,365000,Mid,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Lucca Grego,19,56,56,429000,Def,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
